subject_id,split_no,hostname,start_time,end_time,runtime_seconds
86479430180778,2,g3060,2026-01-31T07:19:41.374602,2026-01-31T07:20:10.740001,29.37
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
27983637270581,3,g3051,2026-01-31T07:20:05.546670,2026-01-31T07:20:32.518821,26.97
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
30287088240713,3,g3051,2026-01-31T07:20:32.542411,2026-01-31T07:20:56.005665,23.46
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
31587484358496,3,g3051,2026-01-31T07:20:56.012582,2026-01-31T07:21:22.167164,26.15
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
33718969393831,3,g3051,2026-01-31T07:21:22.195409,2026-01-31T07:21:47.465829,25.27
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
10429562789336,4,g3061,2026-01-31T07:20:36.402683,2026-01-31T07:21:48.029261,71.63
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
41466768058195,3,g3051,2026-01-31T07:21:47.471287,2026-01-31T07:22:13.767560,26.30
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
12603555538074,4,g3061,2026-01-31T07:21:48.047285,2026-01-31T07:22:18.870650,30.82
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
49244676843532,3,g3051,2026-01-31T07:22:13.782065,2026-01-31T07:22:41.029198,27.25
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
14922568896202,4,g3061,2026-01-31T07:22:18.885990,2026-01-31T07:22:50.679041,31.79
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
71849017280872,3,g3051,2026-01-31T07:22:41.050190,2026-01-31T07:23:05.585072,24.53
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
16635154909336,4,g3061,2026-01-31T07:22:50.690199,2026-01-31T07:23:20.551345,29.86
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
86494014107780,3,g3051,2026-01-31T07:23:05.607722,2026-01-31T07:23:32.741788,27.13
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
17473147525541,4,g3061,2026-01-31T07:23:20.568714,2026-01-31T07:23:45.414056,24.85
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
18656989117944,4,g3061,2026-01-31T07:23:45.437232,2026-01-31T07:24:11.363196,25.93
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
20802163963645,4,g3061,2026-01-31T07:24:11.368952,2026-01-31T07:24:34.180289,22.81
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
22340848740056,4,g3061,2026-01-31T07:24:34.221203,2026-01-31T07:24:59.012306,24.79
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
10441917611067,5,g3060,2026-01-31T07:24:08.429408,2026-01-31T07:25:08.973520,60.54
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
23274951412464,4,g3061,2026-01-31T07:24:59.016868,2026-01-31T07:25:31.725376,32.71
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
12610730367854,5,g3060,2026-01-31T07:25:08.989082,2026-01-31T07:25:37.636742,28.65
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
25242073263098,4,g3061,2026-01-31T07:25:31.740358,2026-01-31T07:25:57.742745,26.00
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
14938670040464,5,g3060,2026-01-31T07:25:37.651104,2026-01-31T07:26:03.247527,25.60
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
27006137583344,4,g3061,2026-01-31T07:25:57.752022,2026-01-31T07:26:20.634426,22.88
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
16741868665515,5,g3060,2026-01-31T07:26:03.258303,2026-01-31T07:26:36.638978,33.38
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
28181545952203,4,g3061,2026-01-31T07:26:20.653066,2026-01-31T07:26:42.413485,21.76
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
30390669934425,4,g3061,2026-01-31T07:26:42.423153,2026-01-31T07:27:01.295176,18.87
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
17508842326859,5,g3060,2026-01-31T07:26:36.660912,2026-01-31T07:27:03.494897,26.83
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
31641093204866,4,g3061,2026-01-31T07:27:01.300327,2026-01-31T07:27:27.138960,25.84
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
18859300738112,5,g3060,2026-01-31T07:27:03.508659,2026-01-31T07:27:32.950854,29.44
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
33752435803828,4,g3061,2026-01-31T07:27:27.177284,2026-01-31T07:27:55.406486,28.23
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
22478736382873,5,g3060,2026-01-31T07:27:35.163980,2026-01-31T07:28:03.656957,28.49
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
43717166913394,4,g3061,2026-01-31T07:27:55.420395,2026-01-31T07:28:19.210852,23.79
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
23281773745711,5,g3060,2026-01-31T07:28:03.667886,2026-01-31T07:28:32.886182,29.22
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
50276292875695,4,g3061,2026-01-31T07:28:19.229995,2026-01-31T07:28:48.272379,29.04
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
25310981994593,5,g3060,2026-01-31T07:28:32.911861,2026-01-31T07:29:04.469286,31.56
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
76084158638666,4,g3061,2026-01-31T07:28:48.277972,2026-01-31T07:29:11.966214,23.69
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
27091259602746,5,g3060,2026-01-31T07:29:04.500547,2026-01-31T07:29:33.675272,29.17
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
88701623027519,4,g3061,2026-01-31T07:29:11.975177,2026-01-31T07:29:39.611361,27.64
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
28597611781685,5,g3060,2026-01-31T07:29:33.696922,2026-01-31T07:30:03.274822,29.58
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
30501682770038,5,g3060,2026-01-31T07:30:03.286848,2026-01-31T07:30:29.117102,25.83
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
35918397061286,5,g3060,2026-01-31T07:30:31.321235,2026-01-31T07:30:59.562946,28.24
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
11495363861930,6,g3051,2026-01-31T07:30:14.166260,2026-01-31T07:31:11.766020,57.60
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
45203724572086,5,g3060,2026-01-31T07:30:59.570599,2026-01-31T07:31:26.455514,26.88
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
12672270699804,6,g3051,2026-01-31T07:31:11.776236,2026-01-31T07:31:37.603635,25.83
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
57059342504789,5,g3060,2026-01-31T07:31:26.468558,2026-01-31T07:31:54.365220,27.90
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
15668000246431,6,g3051,2026-01-31T07:31:37.617031,2026-01-31T07:32:08.396340,30.78
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
76811337679033,5,g3060,2026-01-31T07:31:54.386917,2026-01-31T07:32:26.803028,32.42
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
16841296268084,6,g3051,2026-01-31T07:32:08.441126,2026-01-31T07:32:31.776607,23.34
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
88976336920958,5,g3060,2026-01-31T07:32:26.817739,2026-01-31T07:32:52.260280,25.44
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
17641413509638,6,g3051,2026-01-31T07:32:31.783171,2026-01-31T07:32:58.836240,27.05
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
18900019516078,6,g3051,2026-01-31T07:32:58.842059,2026-01-31T07:33:27.994338,29.15
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
21543361887748,6,g3051,2026-01-31T07:33:28.000890,2026-01-31T07:33:52.407855,24.41
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
11793095403620,7,g3061,2026-01-31T07:33:18.041301,2026-01-31T07:34:17.417986,59.38
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
22513869714470,6,g3051,2026-01-31T07:33:52.422484,2026-01-31T07:34:21.192249,28.77
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
23517767890026,6,g3051,2026-01-31T07:34:21.197915,2026-01-31T07:34:47.398845,26.20
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
12685165126954,7,g3061,2026-01-31T07:34:17.445974,2026-01-31T07:34:47.591325,30.15
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
25325158121363,6,g3051,2026-01-31T07:34:47.404212,2026-01-31T07:35:08.899065,21.49
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
15937880385805,7,g3061,2026-01-31T07:34:47.603989,2026-01-31T07:35:12.963122,25.36
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
27148952284995,6,g3051,2026-01-31T07:35:08.908112,2026-01-31T07:35:38.814076,29.91
subject_id,split_no,hostname,start_time,end_time,runtime_seconds
